Customer ID,Age,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Gender_Female,Category_Accessories,Category_Clothing,Category_Footwear,Category_Outerwear,Item Purchased_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Frequency of Purchases_encoded
512,0.826923076923077,Shirt,0.32500000000000007,Hawaii,L,Yellow,Fall,0.2400000000000002,Yes,Free Shipping,Yes,Yes,0.14285714285714285,PayPal,Annually,0,0,1,0,0,16,10,0,24,0,1,4,2,1,0
513,0.019230769230769273,Gloves,0.36250000000000004,New York,L,Peach,Winter,0.32000000000000006,Yes,Next Day Air,Yes,Yes,0.02040816326530612,Bank Transfer,Monthly,0,1,0,0,0,6,31,0,15,3,1,0,3,1,4
514,0.07692307692307698,Scarf,0.5625,New Mexico,M,Peach,Fall,0.44000000000000017,Yes,Store Pickup,Yes,Yes,0.8979591836734693,Venmo,Annually,0,1,0,0,0,15,30,1,15,0,1,5,5,1,0
515,0.8846153846153847,Skirt,0.525,Indiana,S,Olive,Winter,0.72,Yes,Standard,Yes,Yes,0.9387755102040816,PayPal,Quarterly,0,0,1,0,0,19,13,2,13,3,1,4,4,1,5
516,0.1923076923076924,Hat,0.5875,Kentucky,L,Charcoal,Spring,0.8,Yes,Next Day Air,Yes,Yes,0.12244897959183673,Cash,Monthly,0,1,0,0,0,8,16,0,4,1,1,1,3,1,4
517,0.3076923076923077,Hoodie,0.26250000000000007,West Virginia,L,Indigo,Fall,0.11999999999999988,Yes,2-Day Shipping,Yes,Yes,0.36734693877551017,Debit Card,Bi-Weekly,0,0,1,0,0,9,47,0,9,0,1,3,0,1,1
518,0.826923076923077,Boots,0.36250000000000004,North Dakota,L,Silver,Fall,0.08000000000000007,Yes,Free Shipping,Yes,Yes,0.8775510204081631,Cash,Every 3 Months,0,0,0,1,0,3,33,0,19,0,1,1,2,1,2
519,0.11538461538461542,Blouse,1.0,Oregon,M,Beige,Fall,0.15999999999999992,Yes,Next Day Air,Yes,Yes,0.3061224489795918,Venmo,Every 3 Months,0,0,1,0,0,2,36,1,0,0,1,5,3,1,2
520,0.019230769230769273,Belt,0.42500000000000004,Minnesota,L,Blue,Summer,0.7600000000000002,Yes,2-Day Shipping,Yes,Yes,0.32653061224489793,Bank Transfer,Quarterly,0,1,0,0,0,1,22,0,2,2,1,0,0,1,5
521,0.6346153846153847,Sunglasses,0.8,South Carolina,M,White,Spring,0.56,Yes,Free Shipping,Yes,Yes,0.38775510204081626,Debit Card,Quarterly,0,1,0,0,0,22,39,1,23,1,1,3,2,1,5
522,0.34615384615384615,Shorts,0.26250000000000007,Vermont,L,Gold,Winter,0.40000000000000013,Yes,Standard,Yes,Yes,1.0,Bank Transfer,Annually,0,0,1,0,0,18,44,0,6,3,1,0,4,1,0
523,0.9038461538461539,Gloves,0.8500000000000001,Minnesota,M,Blue,Spring,0.0,Yes,Store Pickup,Yes,Yes,0.7346938775510203,Cash,Quarterly,0,1,0,0,0,6,22,1,2,1,1,1,5,1,5
524,0.5384615384615385,Sandals,0.25,Delaware,M,Orange,Spring,0.9600000000000002,Yes,Express,Yes,Yes,0.08163265306122448,PayPal,Quarterly,0,0,0,1,0,14,7,1,14,1,1,4,1,1,5
525,0.7884615384615384,Shirt,0.23750000000000004,Pennsylvania,M,Gold,Summer,0.9199999999999999,Yes,Free Shipping,Yes,Yes,0.8775510204081631,PayPal,Annually,0,0,1,0,0,16,37,1,6,2,1,4,2,1,0
526,0.6346153846153847,Coat,0.21250000000000002,Iowa,M,Cyan,Spring,0.28000000000000025,Yes,Next Day Air,Yes,Yes,0.8163265306122448,Debit Card,Monthly,0,0,0,0,1,4,14,1,5,1,1,3,3,1,4
527,0.6346153846153847,Pants,0.4,New Jersey,S,Red,Winter,0.9600000000000002,Yes,Standard,Yes,Yes,0.36734693877551017,Cash,Monthly,0,0,1,0,0,13,29,2,18,3,1,1,4,1,4
528,0.05769230769230771,T-shirt,0.03750000000000003,South Carolina,L,Yellow,Winter,0.72,Yes,Next Day Air,Yes,Yes,0.9387755102040816,Bank Transfer,Every 3 Months,0,0,1,0,0,24,39,0,24,3,1,0,3,1,2
529,0.3076923076923077,Sneakers,0.8500000000000001,Maryland,S,Beige,Winter,0.28000000000000025,Yes,Express,Yes,Yes,0.7959183673469387,Cash,Annually,0,0,0,1,0,20,19,2,0,3,1,1,1,1,0
530,0.2692307692307693,Shorts,0.8,California,M,Orange,Fall,0.4800000000000002,Yes,Standard,Yes,Yes,0.10204081632653061,Credit Card,Monthly,0,0,1,0,0,18,4,1,14,0,1,2,4,1,4
531,0.576923076923077,Coat,0.21250000000000002,Montana,XL,Magenta,Winter,0.28000000000000025,Yes,Store Pickup,Yes,Yes,0.4897959183673469,Credit Card,Bi-Weekly,0,0,0,0,1,4,25,3,11,3,1,2,5,1,1
532,0.6153846153846154,Sandals,0.38750000000000007,Vermont,L,Purple,Fall,0.3600000000000001,Yes,Next Day Air,Yes,Yes,0.836734693877551,Cash,Weekly,0,0,0,1,0,14,44,0,17,0,1,1,3,1,6
533,0.15384615384615385,Pants,0.7000000000000001,Texas,L,Black,Winter,0.6399999999999999,Yes,Express,Yes,Yes,0.693877551020408,Bank Transfer,Every 3 Months,0,0,1,0,0,13,42,0,1,3,1,0,1,1,2
534,0.7500000000000001,Sandals,0.5,North Carolina,L,Pink,Spring,0.8,Yes,Next Day Air,Yes,Yes,0.32653061224489793,Debit Card,Weekly,0,0,0,1,0,14,32,0,16,1,1,3,3,1,6
535,0.9038461538461539,Gloves,0.65,Florida,L,Pink,Fall,0.8,Yes,Next Day Air,Yes,Yes,0.061224489795918366,PayPal,Quarterly,0,1,0,0,0,6,8,0,16,0,1,4,3,1,5
536,0.730769230769231,T-shirt,0.3125,West Virginia,L,Maroon,Spring,0.28000000000000025,Yes,Free Shipping,Yes,Yes,0.4693877551020408,Bank Transfer,Weekly,0,0,1,0,0,24,47,0,12,1,1,0,2,1,6
537,0.5000000000000001,Jacket,0.8,Illinois,S,Maroon,Fall,0.7600000000000002,Yes,Store Pickup,Yes,Yes,0.3061224489795918,Debit Card,Every 3 Months,0,0,0,0,1,10,12,2,12,0,1,3,5,1,2
538,0.6153846153846154,Blouse,0.36250000000000004,Virginia,S,Turquoise,Summer,0.20000000000000018,Yes,Store Pickup,Yes,Yes,0.26530612244897955,Debit Card,Annually,0,0,1,0,0,2,45,2,21,2,1,3,5,1,0
539,0.17307692307692313,Socks,0.025000000000000022,Virginia,XL,Green,Spring,0.28000000000000025,Yes,Free Shipping,Yes,Yes,0.8571428571428571,Cash,Weekly,0,0,1,0,0,21,45,3,8,1,1,1,2,1,6
540,0.5961538461538463,Coat,0.3500000000000001,Wyoming,M,Violet,Winter,0.6000000000000001,Yes,Store Pickup,Yes,Yes,0.9795918367346937,Debit Card,Weekly,0,0,0,0,1,4,49,1,22,3,1,3,5,1,6
541,0.5961538461538463,Dress,0.21250000000000002,South Carolina,M,Lavender,Spring,0.2400000000000002,Yes,Next Day Air,Yes,Yes,0.6530612244897959,Cash,Every 3 Months,0,0,1,0,0,5,39,1,10,1,1,1,3,1,2
542,0.6538461538461539,Jacket,0.08750000000000002,Connecticut,L,Gray,Fall,0.11999999999999988,Yes,Next Day Air,Yes,Yes,0.8979591836734693,Cash,Bi-Weekly,0,0,0,0,1,10,6,0,7,0,1,1,3,1,1
543,0.17307692307692313,Boots,0.7375,Illinois,XL,Teal,Spring,0.8399999999999999,Yes,Next Day Air,Yes,Yes,0.693877551020408,Cash,Bi-Weekly,0,0,0,1,0,3,12,3,20,1,1,1,3,1,1
544,0.6730769230769232,Skirt,0.9750000000000001,Alabama,S,Red,Spring,0.72,Yes,Express,Yes,Yes,0.2040816326530612,Credit Card,Monthly,0,0,1,0,0,19,0,2,18,1,1,2,1,1,4
545,0.3076923076923077,Sandals,0.55,Washington,S,Yellow,Summer,0.32000000000000006,Yes,Standard,Yes,Yes,0.5918367346938774,Bank Transfer,Every 3 Months,0,0,0,1,0,14,46,2,24,2,1,0,4,1,2
546,0.28846153846153855,Coat,0.15000000000000002,Alabama,L,Magenta,Summer,0.40000000000000013,Yes,2-Day Shipping,Yes,Yes,0.9591836734693877,Debit Card,Annually,0,0,0,0,1,4,0,0,11,2,1,3,0,1,0
547,0.8461538461538461,Hoodie,0.675,New Mexico,M,Brown,Winter,0.3600000000000001,Yes,Free Shipping,Yes,Yes,0.8979591836734693,Venmo,Bi-Weekly,0,0,1,0,0,9,30,1,3,3,1,5,2,1,1
548,0.3846153846153847,Jacket,0.375,Nevada,M,Blue,Winter,0.11999999999999988,Yes,Free Shipping,Yes,Yes,0.510204081632653,Venmo,Weekly,0,0,0,0,1,10,27,1,2,3,1,5,2,1,6
549,0.34615384615384615,Backpack,0.55,Nebraska,M,Black,Winter,0.8399999999999999,Yes,Store Pickup,Yes,Yes,0.8163265306122448,Debit Card,Every 3 Months,0,1,0,0,0,0,26,1,1,3,1,3,5,1,2
550,0.25,Backpack,0.11250000000000004,Arizona,S,Olive,Fall,0.44000000000000017,Yes,Express,Yes,Yes,0.7346938775510203,Venmo,Bi-Weekly,0,1,0,0,0,0,2,2,13,0,1,5,1,1,1
551,0.8461538461538461,Belt,0.525,Georgia,M,Olive,Summer,0.32000000000000006,Yes,Store Pickup,Yes,Yes,0.22448979591836735,PayPal,Weekly,0,1,0,0,0,1,9,1,13,2,1,4,5,1,6
552,0.21153846153846156,Coat,0.7250000000000001,Idaho,XL,Green,Fall,0.2400000000000002,Yes,2-Day Shipping,Yes,Yes,0.5306122448979591,Cash,Bi-Weekly,0,0,0,0,1,4,11,3,8,0,1,1,0,1,1
553,0.11538461538461542,T-shirt,0.925,Missouri,M,Peach,Fall,0.40000000000000013,Yes,Express,Yes,Yes,0.346938775510204,Bank Transfer,Weekly,0,0,1,0,0,24,24,1,15,0,1,0,1,1,6
554,0.8653846153846155,Sunglasses,0.48750000000000004,Florida,M,White,Winter,0.28000000000000025,Yes,Express,Yes,Yes,0.28571428571428564,Credit Card,Quarterly,0,1,0,0,0,22,8,1,23,3,1,2,1,1,5
555,0.730769230769231,Sneakers,0.3375,Minnesota,M,Red,Summer,0.20000000000000018,Yes,Express,Yes,Yes,0.673469387755102,Bank Transfer,Weekly,0,0,0,1,0,20,22,1,18,2,1,0,1,1,6
556,0.8653846153846155,Gloves,0.4625,Maine,M,White,Fall,0.9199999999999999,Yes,Express,Yes,Yes,0.7346938775510203,Venmo,Annually,0,1,0,0,0,6,18,1,23,0,1,5,1,1,0
557,0.42307692307692313,Coat,0.875,Montana,L,Indigo,Winter,1.0,Yes,Store Pickup,Yes,Yes,0.4081632653061224,Cash,Fortnightly,0,0,0,0,1,4,25,0,9,3,1,1,5,1,3
558,0.0,Shirt,0.5,Alaska,M,White,Spring,0.15999999999999992,Yes,Free Shipping,Yes,Yes,0.6122448979591836,Debit Card,Weekly,0,0,1,0,0,16,1,1,23,1,1,3,2,1,6
559,0.6153846153846154,Sneakers,0.7125,Iowa,L,Teal,Fall,0.28000000000000025,Yes,Express,Yes,Yes,0.8571428571428571,Debit Card,Every 3 Months,0,0,0,1,0,20,14,0,20,0,1,3,1,1,2
560,0.9230769230769232,Scarf,0.26250000000000007,Arizona,M,Indigo,Fall,0.15999999999999992,Yes,Store Pickup,Yes,Yes,0.4285714285714285,Bank Transfer,Monthly,0,1,0,0,0,15,2,1,9,0,1,0,5,1,4
561,0.13461538461538464,Jewelry,0.3500000000000001,Louisiana,L,Red,Fall,0.32000000000000006,Yes,Free Shipping,Yes,Yes,0.22448979591836735,Debit Card,Annually,0,1,0,0,0,12,17,0,18,0,1,3,2,1,0
562,0.9038461538461539,Jacket,0.5625,Alabama,M,Blue,Fall,0.040000000000000036,Yes,Next Day Air,Yes,Yes,0.4897959183673469,PayPal,Fortnightly,0,0,0,0,1,10,0,1,2,0,1,4,3,1,3
563,0.6730769230769232,Jeans,0.525,Missouri,M,Blue,Summer,0.40000000000000013,Yes,Standard,Yes,Yes,0.7959183673469387,Debit Card,Annually,0,0,1,0,0,11,24,1,2,2,1,3,4,1,0
564,0.826923076923077,Shoes,0.9875,Idaho,M,Black,Fall,0.7600000000000002,Yes,Standard,Yes,Yes,0.3061224489795918,Debit Card,Quarterly,0,0,0,1,0,17,11,1,1,0,1,3,4,1,5
565,0.9423076923076924,Hoodie,0.4750000000000001,Florida,M,Olive,Winter,0.3600000000000001,Yes,Next Day Air,Yes,Yes,0.5918367346938774,Bank Transfer,Weekly,0,0,1,0,0,9,8,1,13,3,1,0,3,1,6
566,0.7884615384615384,Backpack,0.2875,Idaho,L,Lavender,Fall,0.6800000000000002,Yes,Store Pickup,Yes,Yes,0.18367346938775508,Venmo,Weekly,0,1,0,0,0,0,11,0,10,0,1,5,5,1,6
567,0.7115384615384616,Sneakers,0.9125000000000001,Alabama,M,Indigo,Spring,0.44000000000000017,Yes,Store Pickup,Yes,Yes,0.0,Debit Card,Fortnightly,0,0,0,1,0,20,0,1,9,1,1,3,5,1,3
568,0.05769230769230771,Blouse,0.375,New Hampshire,S,Red,Winter,0.20000000000000018,Yes,Next Day Air,Yes,Yes,0.4693877551020408,Venmo,Fortnightly,0,0,1,0,0,2,28,2,18,3,1,5,3,1,3
569,0.5000000000000001,Pants,0.8500000000000001,Utah,L,Red,Summer,0.6000000000000001,Yes,Free Shipping,Yes,Yes,0.7142857142857142,PayPal,Monthly,0,0,1,0,0,13,43,0,18,2,1,4,2,1,4
570,0.9038461538461539,Skirt,0.16250000000000003,Alabama,M,Pink,Fall,0.7600000000000002,Yes,Express,Yes,Yes,0.9183673469387754,Credit Card,Every 3 Months,0,0,1,0,0,19,0,1,16,0,1,2,1,1,2
571,0.9038461538461539,T-shirt,0.9875,Iowa,XL,Purple,Fall,0.6399999999999999,Yes,Standard,Yes,Yes,0.38775510204081626,Cash,Annually,0,0,1,0,0,24,14,3,17,0,1,1,4,1,0
572,0.6923076923076924,Jacket,0.7000000000000001,Kentucky,XL,Cyan,Spring,0.44000000000000017,Yes,Free Shipping,Yes,Yes,0.7346938775510203,Venmo,Weekly,0,0,0,0,1,10,16,3,5,1,1,5,2,1,6
573,0.730769230769231,Scarf,0.9625000000000001,South Carolina,XL,Cyan,Summer,0.8399999999999999,Yes,Next Day Air,Yes,Yes,0.510204081632653,Bank Transfer,Annually,0,1,0,0,0,15,39,3,5,2,1,0,3,1,0
574,0.7692307692307693,Pants,0.6000000000000001,California,M,Charcoal,Summer,0.28000000000000025,Yes,2-Day Shipping,Yes,Yes,0.44897959183673464,Credit Card,Bi-Weekly,0,0,1,0,0,13,4,1,4,2,1,2,0,1,1
575,0.6923076923076924,Sneakers,0.7375,Maine,L,Red,Fall,0.9199999999999999,Yes,Free Shipping,Yes,Yes,0.38775510204081626,Bank Transfer,Bi-Weekly,0,0,0,1,0,20,18,0,18,0,1,0,2,1,1
576,0.7692307692307693,Jeans,0.825,Nebraska,M,Peach,Fall,0.9199999999999999,Yes,Express,Yes,Yes,0.7551020408163265,PayPal,Monthly,0,0,1,0,0,11,26,1,15,0,1,4,1,1,4
577,0.576923076923077,Hat,0.6000000000000001,Washington,M,Black,Winter,1.0,Yes,2-Day Shipping,Yes,Yes,0.08163265306122448,Credit Card,Every 3 Months,0,1,0,0,0,8,46,1,1,3,1,2,0,1,2
578,0.019230769230769273,Skirt,0.4,Alabama,M,Black,Fall,0.4800000000000002,Yes,Store Pickup,Yes,Yes,0.8163265306122448,Venmo,Annually,0,0,1,0,0,19,0,1,1,0,1,5,5,1,0
579,0.980769230769231,Sandals,0.875,Maine,M,Purple,Fall,0.8399999999999999,Yes,Next Day Air,Yes,Yes,0.4285714285714285,Credit Card,Fortnightly,0,0,0,1,0,14,18,1,17,0,1,2,3,1,3
580,0.7692307692307693,Sandals,0.26250000000000007,California,M,Violet,Winter,0.4800000000000002,Yes,Free Shipping,Yes,Yes,0.9591836734693877,Credit Card,Annually,0,0,0,1,0,14,4,1,22,3,1,2,2,1,0
581,0.5961538461538463,Sweater,0.75,Iowa,M,Orange,Spring,0.6399999999999999,Yes,Free Shipping,Yes,Yes,0.18367346938775508,PayPal,Weekly,0,0,1,0,0,23,14,1,14,1,1,4,2,1,6
582,0.2692307692307693,Sweater,1.0,Iowa,XL,Charcoal,Winter,0.08000000000000007,Yes,Store Pickup,Yes,Yes,0.22448979591836735,Bank Transfer,Every 3 Months,0,0,1,0,0,23,14,3,4,3,1,0,5,1,2
583,0.42307692307692313,Jacket,0.7125,Colorado,L,Turquoise,Spring,0.9600000000000002,Yes,Store Pickup,Yes,Yes,0.02040816326530612,Bank Transfer,Quarterly,0,0,0,0,1,10,5,0,21,1,1,0,5,1,5
584,0.13461538461538464,Shorts,0.7250000000000001,California,L,Yellow,Spring,0.6000000000000001,Yes,Store Pickup,Yes,Yes,0.7551020408163265,PayPal,Monthly,0,0,1,0,0,18,4,0,24,1,1,4,5,1,4
585,1.0,Socks,0.925,Indiana,M,White,Spring,0.8800000000000001,Yes,Free Shipping,Yes,Yes,0.38775510204081626,Debit Card,Monthly,0,0,1,0,0,21,13,1,23,1,1,3,2,1,4
586,0.980769230769231,Socks,0.03750000000000003,South Carolina,M,Gray,Fall,0.11999999999999988,Yes,Next Day Air,Yes,Yes,0.08163265306122448,Cash,Every 3 Months,0,0,1,0,0,21,39,1,7,0,1,1,3,1,2
587,0.5192307692307693,Hoodie,0.0,Wisconsin,S,Blue,Winter,0.9600000000000002,Yes,2-Day Shipping,Yes,Yes,0.16326530612244897,Venmo,Annually,0,0,1,0,0,9,48,2,2,3,1,5,0,1,0
588,0.21153846153846156,Socks,0.825,Washington,S,Maroon,Fall,0.6800000000000002,Yes,Express,Yes,Yes,0.9591836734693877,Debit Card,Every 3 Months,0,0,1,0,0,21,46,2,12,0,1,3,1,1,2
589,0.5576923076923077,Boots,0.5,South Dakota,M,Violet,Fall,0.20000000000000018,Yes,Standard,Yes,Yes,0.16326530612244897,Debit Card,Quarterly,0,0,0,1,0,3,40,1,22,0,1,3,4,1,5
590,0.1923076923076924,Shirt,0.625,Minnesota,M,Orange,Fall,0.3600000000000001,Yes,2-Day Shipping,Yes,Yes,0.7959183673469387,PayPal,Annually,0,0,1,0,0,16,22,1,14,0,1,4,0,1,0
591,0.8846153846153847,Belt,0.23750000000000004,Alaska,S,Turquoise,Fall,0.8399999999999999,Yes,Standard,Yes,Yes,0.5918367346938774,Venmo,Fortnightly,0,1,0,0,0,1,1,2,21,0,1,5,4,1,3
592,0.5576923076923077,Backpack,0.21250000000000002,Kentucky,L,Olive,Fall,0.6800000000000002,Yes,Store Pickup,Yes,Yes,0.10204081632653061,Debit Card,Bi-Weekly,0,1,0,0,0,0,16,0,13,0,1,3,5,1,1
593,0.8076923076923078,Boots,0.11250000000000004,North Dakota,M,Brown,Fall,0.28000000000000025,Yes,Free Shipping,Yes,Yes,0.836734693877551,Venmo,Every 3 Months,0,0,0,1,0,3,33,1,3,0,1,5,2,1,2
594,0.9423076923076924,Coat,0.1875,Alaska,S,Green,Winter,0.7600000000000002,Yes,Store Pickup,Yes,Yes,0.16326530612244897,PayPal,Every 3 Months,0,0,0,0,1,4,1,2,8,3,1,4,5,1,2
595,0.326923076923077,Hoodie,0.7875000000000001,Oklahoma,S,Brown,Winter,0.0,Yes,Next Day Air,Yes,Yes,0.10204081632653061,Debit Card,Monthly,0,0,1,0,0,9,35,2,3,3,1,3,3,1,4
596,0.23076923076923084,Shoes,0.7125,Delaware,M,Silver,Summer,0.44000000000000017,Yes,Next Day Air,Yes,Yes,0.9387755102040816,PayPal,Quarterly,0,0,0,1,0,17,7,1,19,2,1,4,3,1,5
597,0.0961538461538462,Shoes,0.21250000000000002,Montana,XL,White,Summer,0.8,Yes,Store Pickup,Yes,Yes,0.7142857142857142,Venmo,Annually,0,0,0,1,0,17,25,3,23,2,1,5,5,1,0
598,1.0,Jewelry,0.6125,Alaska,L,Gold,Summer,0.3600000000000001,Yes,Standard,Yes,Yes,0.36734693877551017,Bank Transfer,Fortnightly,0,1,0,0,0,12,1,0,6,2,1,0,4,1,3
599,0.05769230769230771,Dress,0.5750000000000001,California,L,Green,Winter,0.28000000000000025,Yes,2-Day Shipping,Yes,Yes,0.5918367346938774,Cash,Every 3 Months,0,0,1,0,0,5,4,0,8,3,1,1,0,1,2
600,0.6346153846153847,Boots,0.07500000000000001,Massachusetts,L,Teal,Spring,0.6800000000000002,Yes,Standard,Yes,Yes,0.5306122448979591,Debit Card,Every 3 Months,0,0,0,1,0,3,20,0,20,1,1,3,4,1,2
601,0.07692307692307698,Hat,0.5375000000000001,South Carolina,M,Charcoal,Spring,1.0,Yes,2-Day Shipping,Yes,Yes,0.4897959183673469,Venmo,Monthly,0,1,0,0,0,8,39,1,4,1,1,5,0,1,4
602,0.2692307692307693,Backpack,0.22500000000000003,West Virginia,M,Maroon,Summer,0.8800000000000001,Yes,Store Pickup,Yes,Yes,0.08163265306122448,Cash,Fortnightly,0,1,0,0,0,0,47,1,12,2,1,1,5,1,3
603,0.3653846153846154,Shoes,0.4750000000000001,Oregon,L,Lavender,Summer,0.6800000000000002,Yes,Next Day Air,Yes,Yes,0.18367346938775508,Cash,Every 3 Months,0,0,0,1,0,17,36,0,10,2,1,1,3,1,2
604,0.25,Handbag,0.32500000000000007,Massachusetts,L,Green,Winter,0.3600000000000001,Yes,2-Day Shipping,Yes,Yes,0.510204081632653,PayPal,Every 3 Months,0,1,0,0,0,7,20,0,8,3,1,4,0,1,2
605,0.5000000000000001,Sunglasses,0.9000000000000001,West Virginia,S,Pink,Fall,0.7600000000000002,Yes,Store Pickup,Yes,Yes,0.2040816326530612,Credit Card,Every 3 Months,0,1,0,0,0,22,47,2,16,0,1,2,5,1,2
606,0.42307692307692313,Hat,0.15000000000000002,California,XL,Charcoal,Winter,0.6800000000000002,Yes,Standard,Yes,Yes,0.32653061224489793,Bank Transfer,Weekly,0,1,0,0,0,8,4,3,4,3,1,0,4,1,6
607,0.17307692307692313,Scarf,0.875,Colorado,M,Blue,Spring,0.8,Yes,Standard,Yes,Yes,0.8775510204081631,PayPal,Monthly,0,1,0,0,0,15,5,1,2,1,1,4,4,1,4
608,0.5576923076923077,Hoodie,0.03750000000000003,Indiana,L,Purple,Fall,0.11999999999999988,Yes,Next Day Air,Yes,Yes,0.8775510204081631,Cash,Monthly,0,0,1,0,0,9,13,0,17,0,1,1,3,1,4
609,0.4423076923076924,Backpack,0.0625,Delaware,S,Gold,Fall,0.32000000000000006,Yes,Next Day Air,Yes,Yes,0.4081632653061224,Venmo,Every 3 Months,0,1,0,0,0,0,7,2,6,0,1,5,3,1,2
610,0.6346153846153847,Sweater,0.42500000000000004,Ohio,L,Purple,Fall,0.8399999999999999,Yes,Next Day Air,Yes,Yes,0.9795918367346937,Credit Card,Fortnightly,0,0,1,0,0,23,34,0,17,0,1,2,3,1,3
611,0.6730769230769232,Shorts,0.65,Oklahoma,M,Charcoal,Summer,0.0,Yes,Free Shipping,Yes,Yes,0.5306122448979591,Bank Transfer,Every 3 Months,0,0,1,0,0,18,35,1,4,2,1,0,2,1,2
612,0.48076923076923084,Scarf,0.16250000000000003,California,M,Black,Winter,0.8800000000000001,Yes,Store Pickup,Yes,Yes,0.36734693877551017,Cash,Monthly,0,1,0,0,0,15,4,1,1,3,1,1,5,1,4
613,0.9423076923076924,Hat,0.2875,New Hampshire,L,Lavender,Fall,0.8399999999999999,Yes,Express,Yes,Yes,0.6530612244897959,Credit Card,Quarterly,0,1,0,0,0,8,28,0,10,0,1,2,1,1,5
614,0.826923076923077,Coat,0.38750000000000007,Pennsylvania,L,Lavender,Fall,0.040000000000000036,Yes,Standard,Yes,Yes,0.9183673469387754,Cash,Bi-Weekly,0,0,0,0,1,4,37,0,10,0,1,1,4,1,1
615,0.9615384615384616,Jewelry,0.8125,Idaho,M,Lavender,Winter,0.6000000000000001,Yes,Standard,Yes,Yes,0.4081632653061224,Credit Card,Bi-Weekly,0,1,0,0,0,12,11,1,10,3,1,2,4,1,1
616,0.9423076923076924,Sandals,1.0,Maryland,L,Olive,Summer,0.040000000000000036,Yes,Next Day Air,Yes,Yes,0.44897959183673464,Venmo,Annually,0,0,0,1,0,14,19,0,13,2,1,5,3,1,0
617,0.21153846153846156,Gloves,0.65,Pennsylvania,L,Teal,Spring,0.8399999999999999,Yes,Free Shipping,Yes,Yes,0.7551020408163265,Credit Card,Every 3 Months,0,1,0,0,0,6,37,0,20,1,1,2,2,1,2
618,0.6153846153846154,Backpack,0.4625,Colorado,M,Maroon,Fall,0.040000000000000036,Yes,Standard,Yes,Yes,0.02040816326530612,Bank Transfer,Quarterly,0,1,0,0,0,0,5,1,12,0,1,0,4,1,5
619,0.826923076923077,Jacket,0.925,Indiana,L,Cyan,Spring,0.6000000000000001,Yes,Express,Yes,Yes,0.4081632653061224,Debit Card,Bi-Weekly,0,0,0,0,1,10,13,0,5,1,1,3,1,1,1
620,0.019230769230769273,Backpack,0.17500000000000004,Nebraska,M,Charcoal,Summer,0.8399999999999999,Yes,Store Pickup,Yes,Yes,0.0,Debit Card,Every 3 Months,0,1,0,0,0,0,26,1,4,2,1,3,5,1,2
621,0.28846153846153855,Backpack,0.8625,Rhode Island,M,Black,Fall,0.4800000000000002,Yes,2-Day Shipping,Yes,Yes,0.18367346938775508,Venmo,Every 3 Months,0,1,0,0,0,0,38,1,1,0,1,5,0,1,2
622,0.6346153846153847,Sunglasses,0.08750000000000002,Kansas,S,Red,Fall,0.7600000000000002,Yes,Store Pickup,Yes,Yes,0.8979591836734693,Credit Card,Weekly,0,1,0,0,0,22,15,2,18,0,1,2,5,1,6
623,0.980769230769231,Socks,0.5375000000000001,Georgia,S,Peach,Spring,0.6000000000000001,Yes,Next Day Air,Yes,Yes,0.8775510204081631,Bank Transfer,Fortnightly,0,0,1,0,0,21,9,2,15,1,1,0,3,1,3
624,0.019230769230769273,Shoes,0.625,Nevada,M,White,Fall,0.8800000000000001,Yes,Standard,Yes,Yes,0.9591836734693877,PayPal,Bi-Weekly,0,0,0,1,0,17,27,1,23,0,1,4,4,1,1
625,0.7115384615384616,Pants,0.8375000000000001,South Carolina,XL,Pink,Fall,0.3600000000000001,Yes,Express,Yes,Yes,0.4081632653061224,PayPal,Annually,0,0,1,0,0,13,39,3,16,0,1,4,1,1,0
626,0.5961538461538463,Jewelry,0.7375,Delaware,M,Red,Fall,0.6000000000000001,Yes,Next Day Air,Yes,Yes,0.0,Venmo,Weekly,0,1,0,0,0,12,7,1,18,0,1,5,3,1,6
627,0.25,Sunglasses,0.7375,New Hampshire,M,Indigo,Spring,0.56,Yes,Standard,Yes,Yes,0.18367346938775508,Venmo,Annually,0,1,0,0,0,22,28,1,9,1,1,5,4,1,0
628,0.46153846153846156,Sandals,0.30000000000000004,Oregon,L,Black,Winter,0.6399999999999999,Yes,Express,Yes,Yes,0.4693877551020408,PayPal,Monthly,0,0,0,1,0,14,36,0,1,3,1,4,1,1,4
629,0.980769230769231,Sweater,0.8125,Massachusetts,M,White,Fall,0.4800000000000002,Yes,2-Day Shipping,Yes,Yes,0.5714285714285714,Credit Card,Monthly,0,0,1,0,0,23,20,1,23,0,1,2,0,1,4
630,0.15384615384615385,Shoes,0.875,Vermont,L,Beige,Spring,0.8800000000000001,Yes,Standard,Yes,Yes,0.2040816326530612,Debit Card,Annually,0,0,0,1,0,17,44,0,0,1,1,3,4,1,0
