Customer ID,Category_Footwear,Dominant_Season_Fall,Dominant_Season_Summer,Dominant_Season_Spring,Dominant_Season_Winter,Category_Clothing,Category_Accessories,Age,Customer_Loyalty_Score,Previous_Purchases,Size_encoded,Gender_Female,Category_Outerwear,Discount_Applied_encoded,Interaction_Score
1081,0,0,1,0,0,0,1,0.903846153846154,0.2514285714285714,0.4285714285714285,0,0,0,1,0.51025
1082,0,1,0,0,0,0,1,0.8461538461538461,0.3591836734693877,0.8979591836734693,3,0,0,1,0.5974999999999999
1083,0,1,0,0,0,0,1,0.6923076923076924,0.316734693877551,0.5918367346938774,3,0,0,1,0.27175
1084,0,0,1,0,0,0,1,0.326923076923077,0.6628571428571429,0.8571428571428571,0,0,0,1,0.51275
1085,0,0,0,0,1,1,0,0.3076923076923077,0.463673469387755,0.9591836734693876,2,0,0,1,0.5079999999999999
1086,0,0,1,0,0,0,1,0.1346153846153846,0.4195918367346939,0.4489795918367346,1,0,0,1,0.38375
1087,0,0,0,0,1,0,1,0.6730769230769232,0.6122448979591838,0.5306122448979591,1,0,0,1,0.2975000000000001
1088,0,1,0,0,0,1,0,0.5192307692307693,0.2089795918367347,0.1224489795918367,2,0,0,1,0.44325
1089,0,0,0,0,1,1,0,0.5961538461538463,0.3281632653061225,0.0204081632653061,1,0,0,1,0.05975
1090,0,0,1,0,0,0,1,0.4230769230769231,0.6612244897959185,0.6530612244897959,1,0,0,1,0.51775
1091,0,0,1,0,0,0,1,0.3846153846153847,0.4522448979591837,0.5306122448979591,1,0,0,1,0.6185
1092,0,0,0,1,0,1,0,0.5000000000000001,0.2808163265306123,0.1020408163265306,0,0,0,1,0.841
1093,0,0,1,0,0,0,1,0.9615384615384616,0.2351020408163265,0.3877551020408162,0,0,0,1,0.5604999999999999
1094,1,0,0,1,0,0,0,0.8076923076923078,0.4473469387755102,0.9183673469387754,2,0,0,1,0.5810000000000001
1095,0,0,1,0,0,0,1,0.1346153846153846,0.2759183673469388,0.4897959183673469,1,0,0,1,0.719
1096,0,0,0,1,0,0,0,0.0192307692307692,0.316734693877551,0.5918367346938774,2,0,1,1,0.1925
1097,0,0,0,1,0,0,0,0.7500000000000001,0.383673469387755,0.9591836734693876,2,0,1,1,0.1255
1098,0,0,0,0,1,0,1,0.7692307692307693,0.6955102040816328,0.9387755102040816,1,0,0,1,0.2222500000000001
1099,0,1,0,0,0,0,1,0.5961538461538463,0.5322448979591837,0.5306122448979591,2,0,0,1,0.6005
1100,0,0,0,1,0,1,0,0.0192307692307692,0.5991836734693878,0.8979591836734693,1,0,0,1,0.22675
1101,0,0,0,0,1,1,0,0.6153846153846154,0.3281632653061225,0.0204081632653061,0,0,0,1,0.5620000000000002
1102,0,0,0,1,0,0,1,0.2307692307692308,0.550204081632653,0.7755102040816325,3,0,0,1,0.3500000000000001
1103,0,0,0,1,0,1,0,0.6538461538461539,0.4277551020408163,0.4693877551020408,1,0,0,1,0.3482499999999999
1104,0,0,0,0,1,1,0,0.326923076923077,0.4571428571428572,0.1428571428571428,2,0,0,1,0.51525
1105,0,1,0,0,0,0,1,0.326923076923077,0.1371428571428571,0.1428571428571428,1,0,0,1,0.1980000000000001
1106,0,0,0,0,1,1,0,0.2884615384615385,0.1208163265306122,0.1020408163265306,2,0,0,1,0.3762500000000001
1107,0,1,0,0,0,1,0,0.6538461538461539,0.3297959183673469,0.2244897959183673,0,0,0,1,0.5930000000000001
1108,1,0,0,1,0,0,0,0.980769230769231,0.5240816326530613,0.510204081632653,1,0,0,1,0.2414999999999998
1109,0,0,0,1,0,1,0,0.1730769230769231,0.6400000000000001,1.0,1,0,0,1,0.1027499999999998
1110,0,0,0,0,1,1,0,0.9230769230769232,0.3281632653061225,0.0204081632653061,0,0,0,1,0.96075
1111,0,0,0,0,1,1,0,0.1923076923076924,0.6448979591836735,0.6122448979591836,0,0,0,1,0.29375
1112,1,0,1,0,0,0,0,0.0769230769230769,0.4244897959183674,0.0612244897959183,2,0,0,1,0.6204999999999999
1113,0,0,0,0,1,1,0,0.980769230769231,0.3330612244897959,0.6326530612244897,3,0,0,1,0.7642499999999999
1114,0,0,0,0,1,0,1,0.1923076923076924,0.4816326530612246,0.2040816326530612,1,0,0,1,0.869
1115,0,1,0,0,0,1,0,0.7115384615384616,0.4555102040816327,0.9387755102040816,0,0,0,1,0.04675
1116,0,1,0,0,0,0,1,0.2307692307692308,0.6138775510204082,0.7346938775510203,2,0,0,1,0.5625
1117,0,0,1,0,0,0,1,0.9423076923076924,0.550204081632653,0.7755102040816325,1,0,0,1,0.7610000000000001
1118,0,0,0,0,1,0,1,0.1346153846153846,0.3477551020408164,0.4693877551020408,0,0,0,1,0.7737499999999999
1119,0,1,0,0,0,0,1,0.5961538461538463,0.1616326530612244,0.2040816326530612,1,0,0,1,0.84075
1120,0,0,1,0,0,0,1,0.3076923076923077,0.6057142857142858,0.7142857142857142,1,0,0,1,0.2280000000000001
1121,1,0,0,1,0,0,0,0.0769230769230769,0.4783673469387755,0.7959183673469387,1,0,0,1,0.66
1122,0,0,0,0,1,1,0,0.8653846153846155,0.2759183673469388,0.4897959183673469,3,0,0,1,0.3385000000000001
1123,0,1,0,0,0,0,1,1.0,0.0897959183673469,0.2244897959183673,2,0,0,1,0.6615
1124,0,1,0,0,0,0,1,0.3461538461538461,0.4620408163265306,0.7551020408163265,2,0,0,1,0.17625
1125,0,0,0,1,0,1,0,0.4615384615384615,0.3983673469387755,0.7959183673469387,1,0,0,1,0.672
1126,1,1,0,0,0,0,0,0.1730769230769231,0.3934693877551021,0.183673469387755,1,0,0,1,0.3185
1127,0,0,1,0,0,0,1,0.0961538461538462,0.6155102040816327,0.9387755102040816,0,0,0,1,0.3945000000000001
1128,0,0,0,0,1,1,0,0.6153846153846154,0.3314285714285714,0.4285714285714285,3,0,0,1,0.76775
1129,0,0,0,1,0,0,1,0.730769230769231,0.4375510204081632,0.693877551020408,0,0,0,1,0.6535
1130,0,0,0,0,1,1,0,0.3653846153846154,0.6073469387755102,0.9183673469387754,3,0,0,1,0.78475
1131,0,0,1,0,0,0,1,0.9423076923076924,0.6367346938775511,0.5918367346938774,1,0,0,1,0.47075
1132,0,0,0,0,1,1,0,0.9423076923076924,0.3151020408163265,0.3877551020408162,1,0,0,1,0.5347500000000002
1133,0,0,0,0,1,1,0,0.6153846153846154,0.4359183673469388,0.4897959183673469,2,0,0,1,0.7965
1134,1,0,1,0,0,0,0,0.3461538461538461,0.5485714285714286,0.5714285714285714,3,0,0,1,0.5079999999999999
1135,0,0,0,0,1,1,0,0.8461538461538461,0.0881632653061224,0.0204081632653061,1,0,0,1,0.8167499999999999
1136,0,1,0,0,0,1,0,0.903846153846154,0.3330612244897959,0.6326530612244897,0,0,0,1,0.5705
1137,0,1,0,0,0,0,1,0.0961538461538462,0.4538775510204081,0.7346938775510203,2,0,0,1,0.88025
1138,0,0,0,0,1,1,0,0.5384615384615385,0.2024489795918367,0.3061224489795918,3,0,0,1,0.3502499999999998
1139,0,0,0,0,1,1,0,0.0,0.4930612244897959,0.6326530612244897,1,0,0,1,0.6759999999999999
1140,0,0,0,1,0,0,0,0.7692307692307693,0.7346938775510206,0.836734693877551,0,0,1,1,0.51575
1141,0,1,0,0,0,1,0,0.25,0.1208163265306122,0.1020408163265306,1,0,0,1,0.0992499999999999
1142,0,0,0,1,0,0,1,0.4038461538461538,0.4195918367346939,0.4489795918367346,2,0,0,1,0.66475
1143,0,0,0,0,1,1,0,0.980769230769231,0.6122448979591838,0.5306122448979591,0,0,0,1,0.49
1144,1,0,0,1,0,0,0,0.9615384615384616,0.4228571428571429,0.8571428571428571,0,0,0,1,0.5432500000000001
1145,0,1,0,0,0,1,0,0.4423076923076924,0.4359183673469388,0.4897959183673469,2,0,0,1,0.6595000000000002
1146,1,0,0,1,0,0,0,0.25,0.316734693877551,0.5918367346938774,0,0,0,1,0.39875
1147,1,0,0,1,0,0,0,0.576923076923077,0.1289795918367346,0.1224489795918367,1,0,0,1,0.5435000000000001
1148,0,1,0,0,0,0,1,0.7884615384615384,0.1306122448979591,0.3265306122448979,3,0,0,1,0.5640000000000001
1149,0,0,0,0,1,1,0,0.3076923076923077,0.313469387755102,0.183673469387755,1,0,0,1,0.2005
1150,0,0,1,0,0,0,1,0.0576923076923077,0.3183673469387755,0.7959183673469387,0,0,0,1,0.3065
1151,0,0,1,0,0,0,1,0.2115384615384615,0.8000000000000002,1.0,2,0,0,1,0.1159999999999999
1152,0,0,0,1,0,1,0,0.4423076923076924,0.5077551020408164,0.4693877551020408,1,0,0,1,0.7235
1153,0,1,0,0,0,0,1,0.8461538461538461,0.1371428571428571,0.1428571428571428,1,0,0,1,0.52875
1154,0,0,0,0,1,1,0,0.1730769230769231,0.1208163265306122,0.1020408163265306,1,0,0,1,0.49875
1155,0,0,1,0,0,1,0,0.5961538461538463,0.7510204081632654,0.8775510204081631,0,0,0,1,0.3445
1156,0,0,0,0,1,1,0,0.9423076923076924,0.4555102040816327,0.9387755102040816,2,0,0,1,0.15175
1157,1,0,1,0,0,0,0,0.0384615384615384,0.1208163265306122,0.1020408163265306,1,0,0,1,0.64775
1158,0,1,0,0,0,0,1,0.3653846153846154,0.1616326530612244,0.2040816326530612,1,0,0,1,0.7045000000000001
1159,0,1,0,0,0,0,1,0.980769230769231,0.3265306122448979,0.8163265306122448,0,0,0,1,0.67875
1160,0,1,0,0,0,0,1,0.9230769230769232,0.4473469387755102,0.9183673469387754,0,0,0,1,0.43925
1161,0,0,1,0,0,0,1,0.3653846153846154,0.4653061224489797,0.1632653061224489,2,0,0,1,0.2785000000000001
1162,0,0,0,1,0,1,0,0.8653846153846155,0.4538775510204081,0.7346938775510203,2,0,0,1,0.2880000000000001
1163,1,1,0,0,0,0,0,0.5576923076923077,0.4179591836734694,0.2448979591836734,1,0,0,1,0.7460000000000001
1164,0,0,0,0,1,1,0,0.1538461538461538,0.3477551020408164,0.4693877551020408,0,0,0,1,0.2750000000000001
1165,0,0,1,0,0,1,0,0.9615384615384616,0.4555102040816327,0.9387755102040816,1,0,0,1,0.7610000000000001
1166,0,0,0,0,1,1,0,0.6346153846153847,0.2432653061224489,0.4081632653061224,1,0,0,1,0.2769999999999999
1167,0,0,1,0,0,1,0,0.576923076923077,0.4114285714285715,0.4285714285714285,2,0,0,1,0.4410000000000001
1168,0,1,0,0,0,1,0,0.8076923076923078,0.2024489795918367,0.3061224489795918,3,0,0,1,0.5442500000000001
1169,0,0,1,0,0,0,1,0.9615384615384616,0.5338775510204081,0.7346938775510203,0,0,0,1,0.57425
1170,0,0,1,0,0,0,1,0.1346153846153846,0.0163265306122448,0.0408163265306122,2,0,0,1,0.8374999999999999
1171,0,1,0,0,0,1,0,0.7500000000000001,0.6612244897959185,0.6530612244897959,2,0,0,1,0.3535000000000001
1172,0,1,0,0,0,1,0,0.4423076923076924,0.1142857142857142,0.2857142857142856,1,0,0,1,0.52325
1173,0,0,0,1,0,0,0,0.7884615384615384,0.7346938775510206,0.836734693877551,0,0,1,1,0.7679999999999999
1174,0,0,1,0,0,0,1,0.5000000000000001,0.7346938775510206,0.836734693877551,1,0,0,1,0.21
1175,0,0,1,0,0,0,1,0.4615384615384615,0.5469387755102042,0.3673469387755101,1,0,0,1,0.54525
1176,0,1,0,0,0,0,1,0.326923076923077,0.2840816326530612,0.510204081632653,1,0,0,1,0.6767499999999999
1177,0,0,1,0,0,1,0,0.3461538461538461,0.390204081632653,0.7755102040816325,1,0,0,1,0.8242499999999999
1178,0,1,0,0,0,1,0,0.6923076923076924,0.3477551020408164,0.4693877551020408,1,0,0,1,0.64775
1179,0,0,1,0,0,1,0,0.3653846153846154,0.1795918367346938,0.4489795918367346,1,0,0,1,0.6795
1180,0,0,0,0,1,1,0,0.0384615384615384,0.3510204081632653,0.8775510204081631,1,0,0,1,0.1327499999999998
1181,0,1,0,0,0,1,0,0.0961538461538462,0.4293877551020408,0.673469387755102,2,0,0,1,0.68325
1182,0,0,0,1,0,1,0,0.826923076923077,0.4228571428571429,0.8571428571428571,0,0,0,1,0.5650000000000001
1183,0,0,1,0,0,0,1,0.3653846153846154,0.4391836734693877,0.8979591836734693,1,0,0,1,0.3677499999999999
1184,0,0,0,0,1,1,0,0.0961538461538462,0.3444897959183673,0.0612244897959183,1,0,0,1,0.63125
1185,0,1,0,0,0,0,1,0.8653846153846155,0.146938775510204,0.3673469387755101,2,0,0,1,0.4507500000000001
1186,0,1,0,0,0,1,0,0.5576923076923077,0.3885714285714285,0.5714285714285714,1,0,0,1,0.557
1187,0,1,0,0,0,1,0,0.8653846153846155,0.2122448979591836,0.5306122448979591,1,0,0,1,0.6279999999999999
1188,0,1,0,0,0,0,1,0.730769230769231,0.3738775510204081,0.7346938775510203,0,0,0,1,0.39875
1189,0,0,0,1,0,1,0,0.9615384615384616,0.4016326530612245,0.2040816326530612,1,0,0,1,0.25775
1190,0,0,0,0,1,1,0,0.8846153846153847,0.2204081632653061,0.5510204081632653,3,0,0,1,0.96075
1191,0,0,0,0,1,1,0,0.8461538461538461,0.5648979591836735,0.6122448979591836,1,0,0,1,0.59775
1192,0,0,0,0,1,1,0,0.3076923076923077,0.48,1.0,0,0,0,1,0.6355
1193,0,0,0,1,0,0,0,0.5961538461538463,0.4146938775510204,0.836734693877551,1,0,1,1,0.555
1194,0,1,0,0,0,0,0,0.4230769230769231,0.3787755102040816,0.346938775510204,0,0,1,1,0.8312499999999999
1195,0,0,0,0,1,1,0,0.6153846153846154,0.2808163265306123,0.1020408163265306,2,0,0,1,0.2655000000000002
1196,0,0,1,0,0,0,1,0.1346153846153846,0.4212244897959183,0.6530612244897959,1,0,0,1,0.70125
1197,0,1,0,0,0,0,1,0.2307692307692308,0.4979591836734695,0.2448979591836734,1,0,0,1,0.4510000000000001
1198,1,0,0,1,0,0,0,0.6923076923076924,0.2040816326530612,0.510204081632653,0,0,0,1,0.662
1199,0,1,0,0,0,1,0,0.4230769230769231,0.1306122448979591,0.3265306122448979,1,0,0,1,0.50075
1200,1,1,0,0,0,0,0,0.5961538461538463,0.3363265306122449,0.0408163265306122,1,0,0,1,0.8187499999999999
1201,0,0,0,1,0,0,0,0.1730769230769231,0.3689795918367347,0.1224489795918367,3,0,1,1,0.5395000000000001
1202,1,0,1,0,0,0,0,0.1730769230769231,0.6073469387755102,0.9183673469387754,3,0,0,1,0.3217500000000002
1203,0,0,1,0,0,0,1,0.576923076923077,0.1861224489795918,0.2653061224489795,2,0,0,1,0.1457499999999999
1204,1,0,0,1,0,0,0,0.4230769230769231,0.1795918367346938,0.4489795918367346,1,0,0,1,0.5685000000000002
1205,0,1,0,0,0,0,1,0.9423076923076924,0.2351020408163265,0.3877551020408162,1,0,0,1,0.4735000000000001
1206,0,1,0,0,0,0,1,0.6538461538461539,0.5420408163265307,0.7551020408163265,1,0,0,1,0.57625
1207,0,1,0,0,0,0,1,0.0769230769230769,0.2024489795918367,0.3061224489795918,2,0,0,1,0.28625
1208,1,0,0,1,0,0,0,0.8461538461538461,0.463673469387755,0.9591836734693876,1,0,0,1,0.7104999999999999
1209,1,0,0,1,0,0,0,0.0384615384615384,0.0571428571428571,0.1428571428571428,2,0,0,1,0.4119999999999999
1210,0,0,0,0,1,1,0,0.4423076923076924,0.2824489795918367,0.3061224489795918,1,0,0,1,0.5215
1211,0,0,0,0,1,0,1,0.3076923076923077,0.1126530612244897,0.0816326530612244,1,0,0,1,0.6655
1212,0,0,0,0,1,1,0,0.0961538461538462,0.1861224489795918,0.2653061224489795,1,0,0,1,0.8654999999999999
1213,1,0,1,0,0,0,0,0.2692307692307693,0.4587755102040817,0.346938775510204,1,0,0,1,0.2025
1214,0,1,0,0,0,0,1,0.9615384615384616,0.1861224489795918,0.2653061224489795,3,0,0,1,0.4560000000000001
1215,0,1,0,0,0,0,0,0.2307692307692308,0.1126530612244897,0.0816326530612244,1,0,1,1,0.59275
1216,0,0,0,1,0,1,0,0.9230769230769232,0.1942857142857142,0.2857142857142856,0,0,0,1,0.0279999999999999
1217,0,0,0,0,1,1,0,0.8461538461538461,0.0963265306122449,0.0408163265306122,3,0,0,1,0.3810000000000001
1218,1,0,0,1,0,0,0,0.6153846153846154,0.1697959183673469,0.2244897959183673,3,0,0,1,0.18925
1219,1,0,0,1,0,0,0,0.7115384615384616,0.4228571428571429,0.8571428571428571,1,0,0,1,0.3892500000000001
1220,0,0,0,1,0,1,0,0.0192307692307692,0.6775510204081634,0.693877551020408,1,0,0,1,0.01125
1221,0,0,0,1,0,0,1,0.9423076923076924,0.3657142857142857,0.7142857142857142,1,0,0,1,0.8370000000000001
1222,0,1,0,0,0,1,0,0.0,0.0963265306122449,0.0408163265306122,1,0,0,1,0.7437499999999999
1223,0,1,0,0,0,1,0,0.7692307692307693,0.2122448979591836,0.5306122448979591,0,0,0,1,0.4357500000000001
1224,0,0,0,0,1,1,0,0.980769230769231,0.483265306122449,0.4081632653061224,0,0,0,1,0.407
1225,0,0,0,1,0,1,0,0.8461538461538461,0.4587755102040817,0.346938775510204,1,0,0,1,0.4485000000000001
1226,0,0,0,1,0,0,1,0.1923076923076924,0.4424489795918367,0.3061224489795918,2,0,0,1,0.31675
1227,1,1,0,0,0,0,0,0.6730769230769232,0.5387755102040818,0.346938775510204,2,0,0,1,0.5182500000000001
1228,0,0,0,1,0,1,0,0.1730769230769231,0.5469387755102042,0.3673469387755101,0,0,0,1,0.73575
1229,0,1,0,0,0,0,0,0.7115384615384616,0.0,0.0,2,0,1,1,0.52325
1230,0,0,1,0,0,0,1,0.3076923076923077,0.310204081632653,0.7755102040816325,3,0,0,1,0.428
1231,0,1,0,0,0,0,1,0.1346153846153846,0.5518367346938775,0.9795918367346936,0,0,0,1,0.8129999999999998
1232,0,1,0,0,0,1,0,0.9230769230769232,0.582857142857143,0.8571428571428571,1,0,0,1,0.6412500000000001
1233,0,1,0,0,0,0,1,0.7500000000000001,0.3248979591836735,0.6122448979591836,1,0,0,1,0.31925
1234,0,0,0,0,1,1,0,0.5384615384615385,0.3983673469387755,0.7959183673469387,0,0,0,1,0.47875
1235,0,0,0,1,0,0,1,0.3846153846153847,0.4081632653061225,0.0204081632653061,1,0,0,1,0.7442499999999999
1236,0,0,0,1,0,1,0,0.0961538461538462,0.4473469387755102,0.9183673469387754,1,0,0,1,0.1475
1237,0,1,0,0,0,0,1,0.4615384615384615,0.3575510204081632,0.693877551020408,1,0,0,1,0.7120000000000002
1238,0,0,1,0,0,1,0,0.1346153846153846,0.4146938775510204,0.836734693877551,2,0,0,1,0.8020000000000002
1239,0,0,0,0,1,1,0,0.7115384615384616,0.2563265306122449,0.0408163265306122,1,0,0,1,0.5497500000000002
1240,0,0,0,1,0,0,0,0.8461538461538461,0.3330612244897959,0.6326530612244897,3,0,1,1,0.70775
1241,0,0,1,0,0,0,1,0.4423076923076924,0.383673469387755,0.9591836734693876,0,0,0,1,0.3332499999999999
1242,0,0,0,0,1,1,0,0.7692307692307693,0.5893877551020409,0.673469387755102,3,0,0,1,0.2842500000000001
1243,0,1,0,0,0,1,0,0.730769230769231,0.1942857142857142,0.2857142857142856,1,0,0,1,0.44625
1244,0,0,0,1,0,1,0,0.1346153846153846,0.1714285714285714,0.4285714285714285,2,0,0,1,0.15125
1245,0,1,0,0,0,1,0,1.0,0.1681632653061224,0.0204081632653061,2,0,0,1,0.6020000000000001
1246,0,0,1,0,0,1,0,0.4615384615384615,0.556734693877551,0.5918367346938774,1,0,0,1,0.29325
1247,0,0,0,0,1,1,0,0.1730769230769231,0.3722448979591837,0.5306122448979591,1,0,0,1,0.206
1248,0,0,0,0,1,1,0,0.903846153846154,0.5387755102040818,0.346938775510204,1,0,0,1,0.57625
1249,0,1,0,0,0,0,1,0.8461538461538461,0.0571428571428571,0.1428571428571428,3,0,0,1,0.20375
1250,1,0,0,1,0,0,0,0.8461538461538461,0.623673469387755,0.9591836734693876,1,0,0,1,0.6724999999999999
1251,0,1,0,0,0,1,0,0.6538461538461539,0.3477551020408164,0.4693877551020408,3,0,0,1,0.4704999999999999
1252,0,0,0,1,0,1,0,0.730769230769231,0.5028571428571429,0.8571428571428571,3,0,0,1,0.9475
1253,1,1,0,0,0,0,0,0.1923076923076924,0.1371428571428571,0.1428571428571428,0,0,0,1,0.49875
1254,1,1,0,0,0,0,0,0.4038461538461538,0.3918367346938775,0.9795918367346936,3,0,0,1,0.68325
1255,1,0,0,1,0,0,0,0.6923076923076924,0.4081632653061225,0.0204081632653061,3,0,0,1,0.359
1256,0,1,0,0,0,0,1,0.2307692307692308,0.5420408163265307,0.7551020408163265,1,0,0,1,0.6279999999999999
1257,0,0,0,1,0,0,0,0.5192307692307693,0.2644897959183673,0.0612244897959183,2,0,1,1,0.4130000000000001
1258,0,0,1,0,0,1,0,0.9615384615384616,0.3248979591836735,0.6122448979591836,0,0,0,1,0.31625
1259,1,0,0,1,0,0,0,0.5576923076923077,0.3493877551020408,0.673469387755102,3,0,0,1,0.6992499999999999
1260,0,1,0,0,0,1,0,0.9615384615384616,0.5191836734693878,0.8979591836734693,1,0,0,1,0.557
1261,0,0,0,0,1,1,0,0.8653846153846155,0.316734693877551,0.5918367346938774,3,0,0,1,0.7217499999999999
1262,0,0,0,0,1,1,0,0.0384615384615384,0.2481632653061224,0.0204081632653061,0,0,0,1,0.1177499999999998
1263,1,0,0,1,0,0,0,0.2115384615384615,0.5110204081632653,0.8775510204081631,0,0,0,1,0.8015
1264,0,0,0,0,1,1,0,0.4423076923076924,0.4000000000000001,0.0,0,0,0,1,0.7754999999999999
1265,0,0,0,1,0,1,0,0.6538461538461539,0.4000000000000001,0.0,2,0,0,1,0.27
1266,0,0,0,0,1,1,0,0.2692307692307693,0.5322448979591837,0.5306122448979591,1,0,0,1,0.27725
1267,0,0,0,1,0,1,0,0.0384615384615384,0.1861224489795918,0.2653061224489795,1,0,0,1,0.46125
1268,0,0,0,0,1,1,0,0.5576923076923077,0.6465306122448979,0.8163265306122448,2,0,0,1,0.29225
1269,0,1,0,0,0,0,0,0.0961538461538462,0.5959183673469389,0.4897959183673469,3,0,1,1,0.3669999999999999
1270,0,0,1,0,0,0,1,0.4807692307692308,0.4555102040816327,0.9387755102040816,1,0,0,1,0.2637500000000001
1271,0,0,0,0,1,1,0,0.9423076923076924,0.1551020408163265,0.3877551020408162,1,0,0,1,0.5165
1272,0,0,1,0,0,0,1,1.0,0.3346938775510204,0.836734693877551,2,0,0,1,0.64275
1273,1,1,0,0,0,0,0,0.326923076923077,0.2824489795918367,0.3061224489795918,1,0,0,1,0.7570000000000001
1274,0,1,0,0,0,1,0,0.4423076923076924,0.3330612244897959,0.6326530612244897,0,0,0,1,0.4817499999999999
1275,0,1,0,0,0,0,1,0.6923076923076924,0.3738775510204081,0.7346938775510203,1,0,0,1,0.3667500000000001
1276,0,0,0,1,0,1,0,0.7115384615384616,0.16,0.0,2,0,0,1,0.605
1277,1,0,0,1,0,0,0,0.6346153846153847,0.6138775510204082,0.7346938775510203,0,0,0,1,0.8240000000000001
1278,0,0,0,1,0,1,0,0.0192307692307692,0.1126530612244897,0.0816326530612244,0,0,0,1,0.98875
1279,0,0,0,1,0,1,0,0.1923076923076924,0.4848979591836735,0.6122448979591836,1,0,0,1,0.3764999999999998
1280,0,0,0,0,1,1,0,0.8653846153846155,0.1387755102040816,0.346938775510204,0,0,0,1,0.4710000000000001
1281,0,0,0,0,1,1,0,0.2307692307692308,0.390204081632653,0.7755102040816325,0,0,0,1,0.7495000000000002
1282,0,1,0,0,0,0,1,0.2115384615384615,0.4571428571428572,0.1428571428571428,1,0,0,1,0.78875
1283,0,0,0,0,1,1,0,0.1153846153846154,0.3151020408163265,0.3877551020408162,0,0,0,1,0.32
1284,0,0,0,0,1,1,0,0.980769230769231,0.2595918367346939,0.4489795918367346,1,0,0,1,0.6695
1285,0,0,1,0,0,1,0,0.903846153846154,0.5420408163265307,0.7551020408163265,1,0,0,1,0.6657500000000001
1286,0,0,0,1,0,0,1,0.8846153846153847,0.5991836734693878,0.8979591836734693,1,0,0,1,0.57625
1287,0,0,0,1,0,0,1,0.4230769230769231,0.5910204081632653,0.8775510204081631,0,0,0,1,0.78075
1288,0,1,0,0,0,1,0,0.1153846153846154,0.3151020408163265,0.3877551020408162,3,0,0,1,0.282
1289,0,1,0,0,0,0,1,0.9230769230769232,0.669387755102041,0.673469387755102,3,0,0,1,0.7217499999999999
1290,0,1,0,0,0,0,0,0.326923076923077,0.3934693877551021,0.183673469387755,1,0,1,1,0.1269999999999999
1291,0,1,0,0,0,1,0,0.9423076923076924,0.0163265306122448,0.0408163265306122,1,0,0,1,0.30825
1292,1,1,0,0,0,0,0,0.980769230769231,0.4195918367346939,0.4489795918367346,2,0,0,1,0.3760000000000001
1293,0,1,0,0,0,0,1,0.1538461538461538,0.3346938775510204,0.836734693877551,1,0,0,1,0.5457500000000001
1294,0,0,0,1,0,1,0,0.0961538461538462,0.2367346938775509,0.5918367346938774,3,0,0,1,0.6504999999999999
1295,0,0,0,0,1,1,0,0.1730769230769231,0.2432653061224489,0.4081632653061224,1,0,0,1,0.725
1296,1,0,0,1,0,0,0,0.2307692307692308,0.7200000000000001,1.0,1,0,0,1,0.2339999999999998
1297,0,1,0,0,0,1,0,0.576923076923077,0.5224489795918369,0.3061224489795918,2,0,0,1,0.1177499999999998
1298,1,1,0,0,0,0,0,0.5000000000000001,0.2530612244897959,0.6326530612244897,1,0,0,1,0.8317499999999999
1299,0,0,0,0,1,1,0,0.2115384615384615,0.3461224489795919,0.2653061224489795,2,0,0,1,0.36875
1300,0,1,0,0,0,0,1,0.2115384615384615,0.7346938775510206,0.836734693877551,0,0,0,1,0.31925
1301,0,0,0,0,1,1,0,0.9423076923076924,0.4555102040816327,0.9387755102040816,1,0,0,1,0.8599999999999999
1302,0,0,0,0,1,1,0,0.4615384615384615,0.483265306122449,0.4081632653061224,1,0,0,1,0.8274999999999999
1303,1,0,0,1,0,0,0,0.0961538461538462,0.4538775510204081,0.7346938775510203,1,0,0,1,0.1307499999999999
1304,0,0,0,1,0,1,0,0.3076923076923077,0.073469387755102,0.183673469387755,0,0,0,1,0.2130000000000001
1305,0,0,1,0,0,0,1,0.8846153846153847,0.2187755102040816,0.346938775510204,2,0,0,1,0.58125
1306,0,0,0,0,1,1,0,0.25,0.0881632653061224,0.0204081632653061,3,0,0,1,0.695
1307,0,0,0,1,0,1,0,0.6923076923076924,0.3183673469387755,0.7959183673469387,0,0,0,1,0.6087499999999999
1308,0,0,0,1,0,0,0,0.0961538461538462,0.3428571428571428,0.8571428571428571,0,0,1,1,0.2130000000000001
1309,0,0,1,0,0,1,0,0.7884615384615384,0.1861224489795918,0.2653061224489795,0,0,0,1,0.5995000000000001
1310,0,0,0,1,0,1,0,0.2692307692307693,0.4065306122448979,0.8163265306122448,0,0,0,1,0.61975
1311,0,0,0,0,1,1,0,0.4807692307692308,0.3820408163265306,0.7551020408163265,0,0,0,1,0.3142500000000001
1312,1,0,1,0,0,0,0,0.2692307692307693,0.0897959183673469,0.2244897959183673,1,0,0,1,0.7272500000000002
1313,0,0,0,0,1,1,0,0.9230769230769232,0.3069387755102041,0.3673469387755101,1,0,0,1,0.36125
1314,1,0,1,0,0,0,0,1.0,0.5795918367346939,0.4489795918367346,1,0,0,1,0.0579999999999999
1315,1,0,0,1,0,0,0,0.4615384615384615,0.3918367346938775,0.9795918367346936,2,0,0,1,0.42825
1316,0,0,0,1,0,1,0,0.730769230769231,0.3085714285714286,0.5714285714285714,0,0,0,1,0.68225
1317,0,1,0,0,0,0,1,0.1923076923076924,0.5061224489795919,0.2653061224489795,2,0,0,1,0.6329999999999999
1318,0,0,0,0,1,1,0,0.1923076923076924,0.3069387755102041,0.3673469387755101,1,0,0,1,0.1702499999999998
