Category_Footwear,Dominant_Season_Fall,Dominant_Season_Summer,Dominant_Season_Spring,Dominant_Season_Winter,Category_Clothing,Category_Accessories,Age,Customer_Loyalty_Score,Previous_Purchases,Size_encoded,Gender_Female,Category_Outerwear,Discount_Applied_encoded,Interaction_Score
0,1,0,0,0,0,1,0.7884615384615384,0.9200000000000002,1.0,2,0,0,1,0.32399999999999984
0,0,0,1,0,0,1,0.6538461538461539,0.7355102040816326,0.9387755102040816,2,0,0,1,0.62025
0,1,0,0,0,1,0,0.0384615384615384,0.46775510204081633,0.4693877551020408,2,0,0,1,0.41450000000000004
0,0,0,1,0,1,0,0.25,0.7028571428571428,0.8571428571428571,0,0,0,1,0.221
0,0,1,0,0,0,1,0.2884615384615385,0.4661224489795918,0.2653061224489795,1,0,0,1,0.73225
0,0,0,0,1,1,0,0.5000000000000001,0.2963265306122449,0.0408163265306122,0,0,0,1,0.514
0,1,0,0,0,0,1,0.4230769230769231,0.5412244897959184,0.6530612244897959,3,0,0,1,0.79975
0,0,1,0,0,0,1,0.980769230769231,0.7420408163265306,0.7551020408163265,1,0,0,1,0.64975
0,0,0,0,1,1,0,0.2115384615384615,0.8873469387755102,0.9183673469387754,1,0,0,1,0.5182500000000001
0,1,0,0,0,0,1,0.6923076923076924,0.4269387755102041,0.3673469387755101,0,0,0,1,0.4675
0,0,0,1,0,1,0,0.903846153846154,0.3551020408163265,0.3877551020408162,1,0,0,1,0.5625
0,1,0,0,0,0,1,0.6923076923076924,0.6146938775510205,0.836734693877551,0,0,0,1,0.5165
0,0,1,0,0,0,1,0.8076923076923078,0.6293877551020408,0.673469387755102,0,0,0,1,0.796
0,1,0,0,0,0,1,0.4807692307692308,0.39265306122448984,0.0816326530612244,1,0,0,1,0.17399999999999985
0,1,0,0,0,0,0,0.5000000000000001,0.2963265306122449,0.0408163265306122,1,0,1,1,0.31775
0,0,0,0,1,1,0,0.980769230769231,0.6473469387755102,0.9183673469387754,0,0,0,1,0.40824999999999995
0,0,1,0,0,1,0,0.5384615384615385,0.3224489795918367,0.3061224489795918,2,0,0,1,0.2639999999999999
0,0,0,0,1,1,0,0.4423076923076924,0.763265306122449,0.4081632653061224,1,0,0,1,0.6110000000000001
0,0,0,1,0,1,0,0.2692307692307693,0.869387755102041,0.673469387755102,0,0,0,1,0.6182500000000002
0,0,0,0,1,0,1,0.1538461538461538,0.3453061224489796,0.1632653061224489,1,0,0,1,0.6042500000000001
0,1,0,0,0,0,1,0.826923076923077,0.8057142857142858,0.7142857142857142,0,0,0,1,0.191
0,0,0,0,1,1,0,0.5961538461538463,0.5314285714285714,0.4285714285714285,2,0,0,1,0.27075000000000005
0,0,0,0,1,1,0,0.6730769230769232,0.28816326530612246,0.0204081632653061,1,0,0,1,0.28649999999999987
0,0,0,0,1,1,0,0.1153846153846154,0.6130612244897959,0.6326530612244897,1,0,0,1,0.38700000000000007
1,0,0,1,0,0,0,0.3653846153846154,0.5085714285714287,0.5714285714285714,1,0,0,1,0.12925
0,0,1,0,0,1,0,0.4807692307692308,0.4922448979591837,0.5306122448979591,0,0,0,1,0.6242499999999999
0,0,1,0,0,1,0,0.25,0.7012244897959183,0.6530612244897959,0,0,0,1,0.11949999999999991
0,1,0,0,0,1,0,0.5961538461538463,0.48244897959183675,0.3061224489795918,2,0,0,1,0.10849999999999999
0,0,0,1,0,1,0,0.980769230769231,0.3616326530612245,0.2040816326530612,1,0,0,1,0.5010000000000001
0,0,0,1,0,1,0,0.903846153846154,0.5216326530612245,0.2040816326530612,1,0,0,1,0.5865
0,0,0,0,1,1,0,0.4423076923076924,0.7306122448979593,0.3265306122448979,0,0,0,1,0.26050000000000006
0,1,0,0,0,0,1,0.3653846153846154,0.8138775510204082,0.7346938775510203,3,0,0,1,0.73275
0,0,0,1,0,0,0,1.0,0.6587755102040818,0.346938775510204,0,0,1,1,0.4629999999999999
1,0,0,1,0,0,0,0.8653846153846155,0.4579591836734694,0.2448979591836734,1,0,0,1,0.6260000000000001
0,0,0,0,1,1,0,0.7115384615384616,0.5689795918367347,0.1224489795918367,1,0,0,1,0.4910000000000001
0,1,0,0,0,1,0,0.6538461538461539,0.5738775510204082,0.7346938775510203,3,0,0,1,0.3855000000000002
0,1,0,0,0,1,0,0.0769230769230769,0.41714285714285715,0.1428571428571428,0,0,0,1,0.927
0,1,0,0,0,1,0,0.6923076923076924,0.6816326530612247,0.2040816326530612,3,0,0,1,0.6932500000000001
1,0,0,1,0,0,0,0.1923076923076924,0.6571428571428573,0.1428571428571428,0,0,0,1,0.7495000000000002
0,0,1,0,0,1,0,0.9423076923076924,0.5248979591836735,0.6122448979591836,3,0,0,1,0.3157500000000001
1,0,0,1,0,0,0,0.7884615384615384,0.6440816326530612,0.510204081632653,1,0,0,1,0.8374999999999999
0,0,0,0,1,1,0,0.1538461538461538,0.7551020408163267,0.3877551020408162,0,0,0,1,0.7775
0,0,0,1,0,0,0,0.1153846153846154,0.6277551020408163,0.4693877551020408,1,0,1,1,0.5079999999999999
0,1,0,0,0,1,0,0.8461538461538461,0.9591836734693879,0.8979591836734693,0,0,0,1,0.21100000000000013
1,0,0,1,0,0,0,1.0,0.6212244897959184,0.6530612244897959,1,0,0,1,0.296
0,1,0,0,0,1,0,0.5192307692307693,0.523265306122449,0.4081632653061224,2,0,0,1,0.43725000000000014
0,0,0,0,1,1,0,0.7692307692307693,0.4481632653061225,0.0204081632653061,0,0,0,1,0.14425
1,0,1,0,0,0,0,0.25,0.7404081632653061,0.5510204081632653,1,0,0,1,0.296
0,0,0,1,0,1,0,0.2692307692307693,0.41877551020408166,0.346938775510204,1,0,0,1,0.071
0,0,0,1,0,1,0,0.3461538461538461,0.6032653061224491,0.4081632653061224,2,0,0,1,0.93275
0,0,0,0,1,1,0,0.1346153846153846,0.5477551020408165,0.4693877551020408,0,0,0,1,0.9027499999999999
0,1,0,0,0,0,1,0.576923076923077,0.39428571428571424,0.2857142857142856,2,0,0,1,0.118
0,1,0,0,0,0,1,0.4038461538461538,0.5820408163265307,0.7551020408163265,0,0,0,1,0.61625
0,0,1,0,0,1,0,0.1538461538461538,0.9020408163265308,0.7551020408163265,1,0,0,1,0.4622500000000001
0,1,0,0,0,0,1,0.2692307692307693,0.5379591836734694,0.2448979591836734,0,0,0,1,0.52525
0,1,0,0,0,0,1,0.6923076923076924,0.9102040816326531,0.7755102040816325,2,0,0,1,0.93275
1,0,0,1,0,0,0,0.3846153846153847,0.33714285714285713,0.1428571428571428,1,0,0,1,0.5154999999999998
0,0,0,1,0,0,0,0.5384615384615385,0.30448979591836733,0.0612244897959183,3,0,1,1,0.09899999999999985
0,0,0,1,0,1,0,0.7500000000000001,0.32081632653061226,0.1020408163265306,1,0,0,1,0.437
0,1,0,0,0,0,1,0.5961538461538463,0.3616326530612245,0.2040816326530612,0,0,0,1,0.9345000000000001
0,1,0,0,0,1,0,0.2884615384615385,0.7518367346938775,0.9795918367346936,1,0,0,1,0.31200000000000006
0,0,1,0,0,0,1,0.6923076923076924,0.516734693877551,0.5918367346938774,3,0,0,1,0.5117499999999999
0,0,1,0,0,1,0,0.5576923076923077,0.6293877551020408,0.673469387755102,1,0,0,1,0.2282499999999999
0,1,0,0,0,0,1,0.3461538461538461,0.5804081632653062,0.5510204081632653,2,0,0,1,0.3592500000000002
0,0,0,0,1,0,1,0.9615384615384616,0.5657142857142857,0.7142857142857142,2,0,0,1,0.42050000000000004
0,1,0,0,0,0,1,0.8076923076923078,0.41877551020408166,0.346938775510204,2,0,0,1,0.48250000000000004
0,0,1,0,0,1,0,0.7115384615384616,0.38448979591836735,0.0612244897959183,0,0,0,1,0.45825000000000005
0,0,0,0,1,1,0,0.2115384615384615,0.6146938775510205,0.836734693877551,3,0,0,1,0.40824999999999995
0,0,1,0,0,0,1,0.3846153846153847,0.3616326530612245,0.2040816326530612,3,0,0,1,0.62725
1,0,0,1,0,0,0,1.0,0.8448979591836736,0.6122448979591836,3,0,0,1,0.6557500000000002
0,1,0,0,0,1,0,0.3461538461538461,0.529795918367347,0.2244897959183673,1,0,0,1,0.32425000000000004
0,0,1,0,0,0,1,0.0,0.43510204081632653,0.3877551020408162,3,0,0,1,0.6370000000000001
1,0,0,1,0,0,0,0.8461538461538461,0.5738775510204082,0.7346938775510203,0,0,0,1,0.5310000000000001
0,0,0,0,1,0,1,0.2115384615384615,0.6440816326530612,0.510204081632653,0,0,0,1,0.6970000000000002
1,0,0,1,0,0,0,0.0576923076923077,0.6261224489795918,0.2653061224489795,0,0,0,1,0.16125000000000003
1,1,0,0,0,0,0,0.4615384615384615,0.689795918367347,0.2244897959183673,1,0,0,1,0.14425
1,0,0,1,0,0,0,0.4807692307692308,0.273469387755102,0.183673469387755,0,0,0,1,0.8312499999999999
0,0,1,0,0,1,0,0.7692307692307693,0.346938775510204,0.3673469387755101,1,0,0,1,0.80325
0,0,0,0,1,1,0,0.1730769230769231,0.5444897959183674,0.0612244897959183,2,0,0,1,0.35850000000000015
0,0,0,1,0,1,0,0.7500000000000001,0.6636734693877551,0.9591836734693876,0,0,0,1,0.34425000000000017
0,0,0,1,0,0,0,0.4230769230769231,0.6538775510204082,0.7346938775510203,2,0,1,1,0.23725000000000013
0,1,0,0,0,1,0,0.5192307692307693,0.38448979591836735,0.0612244897959183,2,0,0,1,0.7045000000000001
0,0,0,0,1,0,1,0.5576923076923077,0.6342857142857143,0.2857142857142856,1,0,0,1,0.68025
1,0,0,1,0,0,0,0.826923076923077,0.7812244897959184,0.6530612244897959,0,0,0,1,0.29375000000000007
0,1,0,0,0,0,0,0.8076923076923078,0.516734693877551,0.5918367346938774,1,0,1,1,0.48625
0,1,0,0,0,1,0,0.980769230769231,0.5395918367346939,0.4489795918367346,1,0,0,1,0.5705
0,0,0,1,0,1,0,0.7692307692307693,0.5281632653061226,0.0204081632653061,1,0,0,1,0.439
0,0,0,0,1,1,0,0.3076923076923077,0.68,1.0,1,0,0,1,0.5705
0,1,0,0,0,0,1,0.0384615384615384,0.869387755102041,0.673469387755102,1,0,0,1,0.5879999999999999
0,0,0,1,0,0,1,0.730769230769231,0.7812244897959184,0.6530612244897959,1,0,0,1,0.075
0,1,0,0,0,0,1,0.8846153846153847,0.6293877551020408,0.673469387755102,2,0,0,1,0.32875000000000004
1,0,0,1,0,0,0,0.730769230769231,0.590204081632653,0.7755102040816325,2,0,0,1,0.7125
0,1,0,0,0,0,1,0.1730769230769231,0.6555102040816327,0.9387755102040816,1,0,0,1,0.36250000000000004
0,0,0,1,0,0,0,0.326923076923077,0.6538775510204082,0.7346938775510203,2,0,1,1,0.35350000000000015
0,1,0,0,0,0,1,0.1153846153846154,0.9183673469387756,0.7959183673469387,0,0,0,1,0.37375
1,0,1,0,0,0,0,0.1538461538461538,0.6571428571428573,0.1428571428571428,1,0,0,1,0.4695000000000001
0,1,0,0,0,0,1,0.2692307692307693,0.2897959183673469,0.2244897959183673,1,0,0,1,0.9249999999999999
0,0,1,0,0,0,1,0.6923076923076924,0.6457142857142857,0.7142857142857142,2,0,0,1,0.845
0,1,0,0,0,0,1,0.8461538461538461,0.9036734693877551,0.9591836734693876,1,0,0,1,0.18524999999999986
0,0,0,0,1,1,0,0.6153846153846154,0.8155102040816327,0.9387755102040816,1,0,0,1,0.912
1,0,1,0,0,0,0,1.0,0.3681632653061225,0.0204081632653061,1,0,0,1,0.20925000000000016
0,0,0,0,1,0,1,0.576923076923077,0.7077551020408164,0.4693877551020408,2,0,0,1,0.80525
0,0,0,1,0,1,0,0.0384615384615384,0.9183673469387756,0.7959183673469387,3,0,0,1,0.34475
0,1,0,0,0,0,0,0.5384615384615385,0.9200000000000002,1.0,1,0,1,1,0.8842499999999999
1,1,0,0,0,0,0,0.6346153846153847,0.7159183673469389,0.4897959183673469,1,0,0,1,0.7945000000000002
1,0,1,0,0,0,0,0.6730769230769232,0.5151020408163265,0.3877551020408162,0,0,0,1,0.3760000000000001
0,0,1,0,0,0,1,0.5000000000000001,0.593469387755102,0.183673469387755,1,0,0,1,0.36500000000000005
1,1,0,0,0,0,0,0.2115384615384615,0.5330612244897959,0.6326530612244897,0,0,0,1,0.93825
0,0,0,0,1,1,0,0.8846153846153847,0.6848979591836735,0.6122448979591836,1,0,0,1,0.34550000000000003
1,0,1,0,0,0,0,0.6346153846153847,0.9836734693877551,0.9591836734693876,1,0,0,1,0.6265000000000001
0,1,0,0,0,1,0,0.6153846153846154,0.5395918367346939,0.4489795918367346,0,0,0,1,0.1419999999999999
0,1,0,0,0,1,0,0.4807692307692308,0.6000000000000001,0.0,1,0,0,1,0.48950000000000005
0,0,1,0,0,1,0,0.826923076923077,0.46448979591836737,0.0612244897959183,1,0,0,1,0.4580000000000001
1,0,1,0,0,0,0,0.7115384615384616,0.616326530612245,0.0408163265306122,1,0,0,1,0.42625
0,1,0,0,0,0,1,0.730769230769231,0.616326530612245,0.0408163265306122,1,0,0,1,0.6000000000000001
0,0,1,0,0,0,1,0.2884615384615385,0.5510204081632653,0.8775510204081631,1,0,0,1,0.8652500000000001
0,0,1,0,0,0,1,0.4807692307692308,0.6326530612244898,0.0816326530612244,1,0,0,1,0.6695
0,0,0,0,1,1,0,0.0576923076923077,0.68,1.0,2,0,0,1,0.7962499999999999
0,0,0,1,0,0,1,0.7692307692307693,0.20816326530612245,0.0204081632653061,3,0,0,1,0.8015
0,0,1,0,0,0,1,0.4423076923076924,0.4285714285714286,0.5714285714285714,1,0,0,1,0.27175
0,0,0,0,1,1,0,0.4038461538461538,0.2816326530612245,0.2040816326530612,1,0,0,1,0.20550000000000015
0,1,0,0,0,1,0,0.6923076923076924,0.7338775510204081,0.7346938775510203,3,0,0,1,0.631
0,0,1,0,0,0,1,0.4807692307692308,0.693061224489796,0.6326530612244897,0,0,0,1,0.13074999999999992
1,1,0,0,0,0,0,0.1923076923076924,0.4122448979591837,0.5306122448979591,0,0,0,1,0.42774999999999996
0,1,0,0,0,0,1,0.7884615384615384,0.8448979591836736,0.6122448979591836,3,0,0,1,0.54775
1,0,1,0,0,0,0,0.1923076923076924,0.7257142857142858,0.7142857142857142,1,0,0,1,0.4287500000000001
0,0,0,1,0,0,1,0.9615384615384616,0.789387755102041,0.673469387755102,1,0,0,1,0.4629999999999999
0,1,0,0,0,0,1,0.0384615384615384,0.39428571428571424,0.2857142857142856,3,0,0,1,0.28950000000000004
0,1,0,0,0,0,0,0.0576923076923077,0.30612244897959184,0.2653061224489795,0,0,1,1,0.12375000000000003
0,0,1,0,0,1,0,0.6153846153846154,0.8873469387755102,0.9183673469387754,3,0,0,1,0.8595
0,0,0,0,1,1,0,0.2692307692307693,0.8612244897959185,0.6530612244897959,2,0,0,1,0.2939999999999999
0,0,1,0,0,0,1,0.1153846153846154,0.5265306122448979,0.8163265306122448,1,0,0,1,0.8412499999999999
0,0,0,1,0,0,0,0.7115384615384616,0.830204081632653,0.7755102040816325,2,0,1,1,0.78825
0,1,0,0,0,0,1,0.826923076923077,0.24897959183673468,0.1224489795918367,1,0,0,1,0.75075
0,0,0,0,1,0,1,0.826923076923077,0.5085714285714287,0.5714285714285714,2,0,0,1,0.47125000000000006
0,0,0,0,1,1,0,0.1923076923076924,0.41877551020408166,0.346938775510204,1,0,0,1,0.4525
0,0,0,0,1,1,0,0.8076923076923078,0.3142857142857143,0.2857142857142856,1,0,0,1,0.912
0,1,0,0,0,0,1,0.5961538461538463,0.9102040816326531,0.7755102040816325,0,0,0,1,0.42125000000000007
0,0,1,0,0,0,1,0.2884615384615385,0.4416326530612245,0.2040816326530612,0,0,0,1,0.34649999999999986
0,0,0,0,1,1,0,0.5192307692307693,0.46448979591836737,0.0612244897959183,2,0,0,1,0.39600000000000013
0,0,0,1,0,0,1,0.2115384615384615,0.8612244897959185,0.6530612244897959,1,0,0,1,0.31550000000000006
0,0,0,1,0,0,0,0.7692307692307693,0.5738775510204082,0.7346938775510203,0,0,1,1,0.48274999999999996
1,1,0,0,0,0,0,0.0769230769230769,0.5330612244897959,0.6326530612244897,1,0,0,1,0.36450000000000005
1,0,0,1,0,0,0,0.7115384615384616,0.6310204081632653,0.8775510204081631,1,0,0,1,0.48000000000000004
0,0,0,0,1,1,0,0.0192307692307692,0.6065306122448979,0.8163265306122448,2,0,0,1,0.7079999999999999
0,1,0,0,0,1,0,0.9615384615384616,0.8710204081632653,0.8775510204081631,1,0,0,1,0.5097500000000001
0,0,0,1,0,1,0,0.826923076923077,0.4530612244897959,0.6326530612244897,1,0,0,1,0.34274999999999983
0,1,0,0,0,0,1,0.9615384615384616,0.4579591836734694,0.2448979591836734,1,0,0,1,0.43725000000000014
0,0,1,0,0,0,1,0.6538461538461539,0.6636734693877551,0.9591836734693876,3,0,0,1,0.27075000000000005
0,0,0,0,1,1,0,0.4423076923076924,0.5363265306122449,0.0408163265306122,3,0,0,1,0.3425000000000001
0,1,0,0,0,0,1,0.2115384615384615,0.6702040816326531,0.7755102040816325,1,0,0,1,0.7415
0,1,0,0,0,1,0,0.9615384615384616,0.48897959183673473,0.1224489795918367,2,0,0,1,0.42750000000000005
0,0,0,0,1,1,0,0.3461538461538461,0.5216326530612245,0.2040816326530612,1,0,0,1,0.6907500000000001
0,1,0,0,0,0,1,0.7115384615384616,0.8955102040816327,0.9387755102040816,1,0,0,1,0.897
0,1,0,0,0,1,0,0.1923076923076924,0.6604081632653062,0.5510204081632653,1,0,0,1,0.434
0,1,0,0,0,1,0,0.4038461538461538,0.4106122448979592,0.3265306122448979,0,0,0,1,0.5695000000000001
0,0,0,1,0,1,0,0.6923076923076924,0.6816326530612247,0.2040816326530612,0,0,0,1,0.50125
1,0,0,1,0,0,0,0.4230769230769231,0.2897959183673469,0.2244897959183673,1,0,0,1,0.4835000000000001
0,1,0,0,0,1,0,0.25,0.48897959183673473,0.1224489795918367,2,0,0,1,0.536
0,1,0,0,0,1,0,0.2307692307692308,0.586938775510204,0.3673469387755101,0,0,0,1,0.26975
0,0,0,0,1,0,1,0.5192307692307693,0.46775510204081633,0.4693877551020408,2,0,0,1,0.13274999999999987
1,0,0,1,0,0,0,0.576923076923077,0.5069387755102042,0.3673469387755101,1,0,0,1,0.529
0,1,0,0,0,1,0,0.5192307692307693,0.510204081632653,0.7755102040816325,1,0,0,1,0.15175000000000002
1,0,1,0,0,0,0,0.8076923076923078,0.44000000000000006,0.0,3,0,0,1,0.20000000000000007
0,0,0,1,0,1,0,0.7884615384615384,0.47346938775510217,0.183673469387755,1,0,0,1,0.4115
0,0,0,1,0,1,0,0.0,0.46367346938775506,0.9591836734693876,0,0,0,1,0.9570000000000001
0,1,0,0,0,0,0,1.0,0.18775510204081633,0.4693877551020408,1,0,1,1,0.25025
0,0,0,1,0,1,0,0.0384615384615384,0.5746938775510204,0.836734693877551,0,0,0,1,0.2769999999999999
0,1,0,0,0,0,0,0.903846153846154,0.47510204081632657,0.3877551020408162,2,0,1,1,0.5432500000000001
0,0,1,0,0,0,1,0.2115384615384615,0.4718367346938775,0.9795918367346936,0,0,0,1,0.21675000000000016
0,1,0,0,0,0,0,0.0769230769230769,0.3559183673469388,0.4897959183673469,1,0,1,1,0.0525
0,0,0,1,0,1,0,0.1730769230769231,0.24326530612244898,0.4081632653061224,2,0,0,1,0.08424999999999999
0,0,0,1,0,0,0,0.3461538461538461,0.16979591836734692,0.2244897959183673,1,0,1,1,0.6895000000000001
1,0,0,1,0,0,0,0.7884615384615384,0.24326530612244898,0.4081632653061224,1,0,0,1,0.23424999999999999
0,0,0,0,1,1,0,0.8461538461538461,0.43755102040816324,0.693877551020408,2,0,0,1,0.25775
0,1,0,0,0,0,1,0.3076923076923077,0.41469387755102044,0.836734693877551,1,0,0,1,0.31000000000000005
0,0,0,0,1,1,0,0.7884615384615384,0.0963265306122449,0.0408163265306122,3,0,0,1,0.4479999999999999
0,0,0,1,0,0,0,0.5961538461538463,0.4816326530612246,0.2040816326530612,1,0,1,1,0.7050000000000001
0,0,1,0,0,1,0,0.0,0.25142857142857145,0.4285714285714285,2,0,0,1,0.14225
0,0,0,0,1,1,0,0.7115384615384616,0.6955102040816328,0.9387755102040816,1,0,0,1,0.2775
0,1,0,0,0,1,0,0.3846153846153847,0.34122448979591835,0.6530612244897959,3,0,0,1,0.73275
0,0,1,0,0,0,1,0.6153846153846154,0.7200000000000001,1.0,1,0,0,1,0.43024999999999997
0,1,0,0,0,0,1,0.826923076923077,0.5273469387755102,0.9183673469387754,1,0,0,1,0.25675
0,0,0,1,0,1,0,0.576923076923077,0.5093877551020409,0.673469387755102,0,0,0,1,0.55
0,0,1,0,0,0,1,0.0769230769230769,0.42122448979591837,0.6530612244897959,3,0,0,1,0.7050000000000001
0,0,1,0,0,0,1,0.576923076923077,0.5991836734693878,0.8979591836734693,2,0,0,1,0.21925
0,0,0,0,1,0,1,0.7500000000000001,0.653061224489796,0.6326530612244897,0,0,0,1,0.7845
0,0,0,1,0,0,0,0.2884615384615385,0.7755102040816328,0.9387755102040816,0,0,1,1,0.30699999999999994
0,1,0,0,0,0,0,0.7692307692307693,0.11265306122448979,0.0816326530612244,1,0,1,1,0.3660000000000001
0,0,0,1,0,1,0,0.3653846153846154,0.6318367346938776,0.9795918367346936,1,0,0,1,0.6782500000000001
0,0,0,1,0,0,0,0.0,0.5436734693877551,0.9591836734693876,2,0,1,1,0.5807500000000001
0,0,1,0,0,0,1,0.903846153846154,0.25142857142857145,0.4285714285714285,0,0,0,1,0.51025
0,1,0,0,0,0,1,0.8461538461538461,0.35918367346938773,0.8979591836734693,3,0,0,1,0.5974999999999999
0,1,0,0,0,0,1,0.6923076923076924,0.316734693877551,0.5918367346938774,3,0,0,1,0.27175
0,0,1,0,0,0,1,0.326923076923077,0.6628571428571429,0.8571428571428571,0,0,0,1,0.51275
0,0,0,0,1,1,0,0.3076923076923077,0.46367346938775506,0.9591836734693876,2,0,0,1,0.5079999999999999
0,0,1,0,0,0,1,0.1346153846153846,0.4195918367346939,0.4489795918367346,1,0,0,1,0.38375000000000004
0,0,0,0,1,0,1,0.6730769230769232,0.6122448979591838,0.5306122448979591,1,0,0,1,0.2975000000000001
0,1,0,0,0,1,0,0.5192307692307693,0.2089795918367347,0.1224489795918367,2,0,0,1,0.44325000000000003
0,0,0,0,1,1,0,0.5961538461538463,0.3281632653061225,0.0204081632653061,1,0,0,1,0.05975
0,0,1,0,0,0,1,0.4230769230769231,0.6612244897959185,0.6530612244897959,1,0,0,1,0.51775
0,0,1,0,0,0,1,0.3846153846153847,0.4522448979591837,0.5306122448979591,1,0,0,1,0.6185
0,0,0,1,0,1,0,0.5000000000000001,0.2808163265306123,0.1020408163265306,0,0,0,1,0.841
0,0,1,0,0,0,1,0.9615384615384616,0.23510204081632652,0.3877551020408162,0,0,0,1,0.5604999999999999
1,0,0,1,0,0,0,0.8076923076923078,0.4473469387755102,0.9183673469387754,2,0,0,1,0.5810000000000001
0,0,1,0,0,0,1,0.1346153846153846,0.2759183673469388,0.4897959183673469,1,0,0,1,0.719
0,0,0,1,0,0,0,0.0192307692307692,0.316734693877551,0.5918367346938774,2,0,1,1,0.19250000000000006
0,0,0,1,0,0,0,0.7500000000000001,0.38367346938775504,0.9591836734693876,2,0,1,1,0.1255
0,0,0,0,1,0,1,0.7692307692307693,0.6955102040816328,0.9387755102040816,1,0,0,1,0.22225000000000011
0,1,0,0,0,0,1,0.5961538461538463,0.5322448979591837,0.5306122448979591,2,0,0,1,0.6005
0,0,0,1,0,1,0,0.0192307692307692,0.5991836734693878,0.8979591836734693,1,0,0,1,0.22675
0,0,0,0,1,1,0,0.6153846153846154,0.3281632653061225,0.0204081632653061,0,0,0,1,0.5620000000000002
0,0,0,1,0,0,1,0.2307692307692308,0.550204081632653,0.7755102040816325,3,0,0,1,0.3500000000000001
0,0,0,1,0,1,0,0.6538461538461539,0.42775510204081635,0.4693877551020408,1,0,0,1,0.34824999999999995
0,0,0,0,1,1,0,0.326923076923077,0.45714285714285724,0.1428571428571428,2,0,0,1,0.51525
0,1,0,0,0,0,1,0.326923076923077,0.13714285714285712,0.1428571428571428,1,0,0,1,0.19800000000000015
0,0,0,0,1,1,0,0.2884615384615385,0.12081632653061225,0.1020408163265306,2,0,0,1,0.3762500000000001
0,1,0,0,0,1,0,0.6538461538461539,0.32979591836734695,0.2244897959183673,0,0,0,1,0.5930000000000001
1,0,0,1,0,0,0,0.980769230769231,0.5240816326530613,0.510204081632653,1,0,0,1,0.24149999999999985
0,0,0,1,0,1,0,0.1730769230769231,0.6400000000000001,1.0,1,0,0,1,0.10274999999999986
0,0,0,0,1,1,0,0.9230769230769232,0.3281632653061225,0.0204081632653061,0,0,0,1,0.96075
0,0,0,0,1,1,0,0.1923076923076924,0.6448979591836735,0.6122448979591836,0,0,0,1,0.29375000000000007
1,0,1,0,0,0,0,0.0769230769230769,0.42448979591836744,0.0612244897959183,2,0,0,1,0.6204999999999999
0,0,0,0,1,1,0,0.980769230769231,0.3330612244897959,0.6326530612244897,3,0,0,1,0.7642499999999999
0,0,0,0,1,0,1,0.1923076923076924,0.4816326530612246,0.2040816326530612,1,0,0,1,0.869
0,1,0,0,0,1,0,0.7115384615384616,0.4555102040816327,0.9387755102040816,0,0,0,1,0.04675
0,1,0,0,0,0,1,0.2307692307692308,0.6138775510204082,0.7346938775510203,2,0,0,1,0.5625
0,0,1,0,0,0,1,0.9423076923076924,0.550204081632653,0.7755102040816325,1,0,0,1,0.7610000000000001
0,0,0,0,1,0,1,0.1346153846153846,0.3477551020408164,0.4693877551020408,0,0,0,1,0.7737499999999999
0,1,0,0,0,0,1,0.5961538461538463,0.16163265306122448,0.2040816326530612,1,0,0,1,0.84075
0,0,1,0,0,0,1,0.3076923076923077,0.6057142857142858,0.7142857142857142,1,0,0,1,0.22800000000000015
1,0,0,1,0,0,0,0.0769230769230769,0.47836734693877553,0.7959183673469387,1,0,0,1,0.66
0,0,0,0,1,1,0,0.8653846153846155,0.2759183673469388,0.4897959183673469,3,0,0,1,0.33850000000000013
0,1,0,0,0,0,1,1.0,0.08979591836734692,0.2244897959183673,2,0,0,1,0.6615
0,1,0,0,0,0,1,0.3461538461538461,0.46204081632653066,0.7551020408163265,2,0,0,1,0.17625
0,0,0,1,0,1,0,0.4615384615384615,0.3983673469387755,0.7959183673469387,1,0,0,1,0.672
1,1,0,0,0,0,0,0.1730769230769231,0.3934693877551021,0.183673469387755,1,0,0,1,0.3185
0,0,1,0,0,0,1,0.0961538461538462,0.6155102040816327,0.9387755102040816,0,0,0,1,0.3945000000000001
0,0,0,0,1,1,0,0.6153846153846154,0.3314285714285714,0.4285714285714285,3,0,0,1,0.76775
0,0,0,1,0,0,1,0.730769230769231,0.43755102040816324,0.693877551020408,0,0,0,1,0.6535
0,0,0,0,1,1,0,0.3653846153846154,0.6073469387755102,0.9183673469387754,3,0,0,1,0.78475
0,0,1,0,0,0,1,0.9423076923076924,0.6367346938775511,0.5918367346938774,1,0,0,1,0.47075
0,0,0,0,1,1,0,0.9423076923076924,0.31510204081632653,0.3877551020408162,1,0,0,1,0.5347500000000002
0,0,0,0,1,1,0,0.6153846153846154,0.43591836734693884,0.4897959183673469,2,0,0,1,0.7965
1,0,1,0,0,0,0,0.3461538461538461,0.5485714285714286,0.5714285714285714,3,0,0,1,0.5079999999999999
0,0,0,0,1,1,0,0.8461538461538461,0.08816326530612245,0.0204081632653061,1,0,0,1,0.8167499999999999
0,1,0,0,0,1,0,0.903846153846154,0.3330612244897959,0.6326530612244897,0,0,0,1,0.5705
0,1,0,0,0,0,1,0.0961538461538462,0.45387755102040817,0.7346938775510203,2,0,0,1,0.88025
0,0,0,0,1,1,0,0.5384615384615385,0.20244897959183672,0.3061224489795918,3,0,0,1,0.35024999999999984
